Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Route 122,Seadra,117,1,1,1,35,35,,0,Uncommon,1,1,Super Rod
Route 122,Tentacool,72,1,1,1,20,28,,0,Common,1,1,Old Rod
Route 122,Wailmer,320,1,1,1,25,35,,0,Uncommon,1,1,Super Rod
Route 123,Azumarill,184,1,1,1,29,33,,0,Uncommon,0,0,
Route 123,Corphish,341,1,1,1,35,39,,1,Rare,1,0,Super Rod
Route 123,Crawdaunt,342,1,1,1,35,39,,1,Rare,1,0,Super Rod
Route 123,Goldeen,118,1,1,1,29,33,,0,Common,1,0,Old Rod
Route 123,Magikarp,129,1,1,1,29,33,,0,Common,1,1,Old Rod
Route 123,Marill,183,1,1,1,29,33,,0,Uncommon,0,0,
Route 123,Masquerain,284,1,1,1,29,33,,0,Uncommon,0,0,
Route 123,Pelipper,279,1,1,1,29,33,,0,Uncommon,0,0,
Route 123,Surskit,283,1,1,1,29,33,,0,Uncommon,0,0,
Route 123,Wailmer,320,1,1,1,29,33,,0,Uncommon,1,0,Good Rod
Route 123,Wingull,278,1,1,1,29,33,,0,Common,0,0,
Route 124,Alomomola,594,1,1,1,25,35,,1,Rare,1,1,Super Rod
Route 124,Chinchou,170,1,1,1,25,35,Deep Sea Scale,0,Common,1,1,Good Rod
Route 124,Clamperl,366,1,1,1,25,35,Deep Sea Tooth,0,Uncommon,1,1,Super Rod
Route 124,Finneon,456,1,1,1,25,35,,0,Uncommon,1,1,Good Rod
Route 124,Magikarp,129,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 124,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 124,Tentacruel,73,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 124,Wailmer,320,1,1,1,25,35,,0,Uncommon,1,1,Super Rod
Route 124 Underwater,Chinchou,170,1,1,1,25,29,Deep Sea Scale,0,Common,1,1,Good Rod
Route 124 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Route 124 Underwater,Kabuto,140,0,0,1,30,34,Dome Fossil,0,Rare,1,1,Super Rod
Route 124 Underwater,Krabby,98,1,1,1,30,34,,0,Uncommon,1,1,Old Rod
Route 124 Underwater,Lanturn,171,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 124 Underwater,Relicanth,369,1,1,1,30,34,,0,Rare,1,1,Good Rod
Route 124 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 125,Finneon,456,1,1,1,25,35,,0,Uncommon,1,1,Super Rod
Route 125,Gyarados,130,1,1,1,25,35,,0,Uncommon,1,1,Good Rod
Route 125,Magikarp,129,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 125,Seel,86,1,1,1,25,35,,0,Common,1,1,Good Rod
Route 125,Spheal,363,1,1,1,25,35,,0,Uncommon,1,1,Super Rod
Route 125,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 125,Tentacruel,73,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 125,Wailmer,320,1,1,1,25,35,,0,Uncommon,1,1,Good Rod
Route 126,Chinchou,170,1,1,1,32,33,Deep Sea Scale,0,Common,1,1,Good Rod
Route 126,Clamperl,366,1,1,1,32,33,Deep Sea Tooth,0,Uncommon,1,1,Super Rod
Route 126,Frillish,592,1,1,1,32,33,,1,Rare,1,1,Super Rod
Route 126,Magikarp,129,1,1,1,32,33,,0,Common,1,1,Old Rod
Route 126,Relicanth,369,1,1,1,32,33,,1,Rare,1,1,Good Rod
Route 126,Sharpedo,319,1,1,1,32,33,,0,Rare,1,1,Super Rod
Route 126,Shellder,90,1,1,1,32,33,Pearl,0,Uncommon,1,1,Good Rod
Route 126,Tentacool,72,1,1,1,32,33,,0,Common,1,1,Old Rod
Route 126,Tentacruel,73,1,1,1,32,33,,0,Uncommon,1,1,Old Rod
Route 126,Wailmer,320,1,1,1,32,33,,0,Uncommon,1,1,Super Rod
Route 126 Underwater,Alomomola,594,1,1,1,37,41,,1,Rare,0,0,
Route 126 Underwater,Chinchou,170,1,1,1,30,34,,0,Common,0,0,
Route 126 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,0,0,
Route 126 Underwater,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,0,0,
Route 126 Underwater,Lanturn,171,1,1,1,30,34,,0,Common,0,0,
Route 126 Underwater,Relicanth,369,1,1,1,20,24,,0,Rare,0,0,
Route 126 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,0,0,
Route 126 Underwater,Wailmer,320,1,1,1,30,34,,0,Uncommon,0,0,
Route 127,Chinchou,170,1,1,1,25,35,Deep Sea Scale,0,Common,1,1,Good Rod
Route 127,Finneon,456,1,1,1,28,36,,0,Uncommon,1,1,Good Rod
Route 127,Frillish,592,1,1,1,28,36,,1,Rare,1,1,Super Rod
Route 127,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Route 127,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 127,Tentacruel,73,1,1,1,33,36,,0,Uncommon,1,1,Old Rod
Route 127,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,1,Good Rod
Route 127 Underwater,Chinchou,170,1,1,1,25,29,Deep Sea Scale,0,Common,1,1,Good Rod
Route 127 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Route 127 Underwater,Krabby,98,1,1,1,30,34,,0,Uncommon,1,1,Old Rod
Route 127 Underwater,Lanturn,171,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 127 Underwater,Omanyte,138,0,1,0,30,34,Helix Fossil,0,Rare,1,1,Super Rod
Route 127 Underwater,Relicanth,369,1,1,1,30,34,,0,Rare,1,1,Good Rod
Route 127 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 128,Carvanha,318,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 128,Chinchou,170,1,1,1,25,35,Deep Sea Scale,0,Common,1,1,Good Rod
Route 128,Corsola,222,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 128,Finneon,456,1,1,1,28,36,,0,Uncommon,1,1,Good Rod
Route 128,Luvdisc,370,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 128,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Route 128,Sharpedo,319,1,0,1,28,36,,0,Rare,1,1,Super Rod
Route 128,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 128,Tentacruel,73,1,1,1,33,36,,0,Uncommon,1,1,Old Rod
Route 128,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 128 Underwater,Chinchou,170,1,1,1,25,29,Deep Sea Scale,0,Common,1,1,Good Rod
Route 128 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Route 128 Underwater,Corsola,222,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 128 Underwater,Lanturn,171,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 128 Underwater,Relicanth,369,1,1,1,30,34,,0,Rare,1,1,Old Rod
Route 128 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 129,Carvanha,318,1,0,1,28,36,,0,Uncommon,1,1,Super Rod
Route 129,Castform,351,1,1,1,28,36,,0,Rare,1,1,Super Rod
Route 129,Luvdisc,370,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 129,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Route 129,Sharpedo,319,1,1,1,28,36,,0,Rare,1,1,Super Rod
Route 129,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 129,Tentacruel,73,1,1,1,33,36,,0,Common,1,1,Old Rod
Route 129,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,1,Good Rod
Route 129,Wailord,321,1,1,1,28,36,,0,Rare,1,1,Super Rod
Route 129 Underwater,Chinchou,170,1,1,1,25,29,Deep Sea Scale,0,Common,1,1,Old Rod
Route 129 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Route 129 Underwater,Krabby,98,1,1,1,30,34,,0,Uncommon,1,1,Old Rod
Route 129 Underwater,Lanturn,171,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 129 Underwater,Relicanth,369,1,1,1,30,34,,0,Rare,1,1,Old Rod
Route 129 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 13,Goldeen,118,1,1,1,33,35,,0,Common,1,0,Old Rod
Route 13,Horsea,116,1,1,1,33,35,Dragon Scale,0,Common,1,0,Old Rod
Route 13,Krabby,98,1,1,1,33,35,,0,Common,1,0,Old Rod
Route 13,Magikarp,129,1,1,1,33,35,,0,Common,1,0,Old Rod
Route 13,Qwilfish,211,1,1,1,33,35,,1,Uncommon,1,0,Good Rod
Route 13,Seadra,117,1,1,1,33,35,Dragon Scale,0,Common,1,0,Old Rod
Route 13,Slowbro,80,1,1,0,33,35,,0,Common,1,0,Old Rod
Route 13,Slowpoke,79,1,1,0,33,35,Lagging Tail,0,Common,1,0,Old Rod
Route 13,Tentacool,72,0,0,1,33,35,Poison Barb,0,Common,1,0,Old Rod
Route 13,Tentacruel,73,0,0,1,33,35,Poison Barb,0,Common,1,0,Old Rod
Route 130,Alomomola,594,1,1,0,28,36,,1,Rare,1,1,Super Rod
Route 130,Finneon,456,1,1,1,28,36,,0,Uncommon,1,1,Good Rod
Route 130,Frillish,592,0,0,1,28,36,,1,Rare,1,1,Super Rod
Route 130,Horsea,116,1,1,1,28,36,Dragon Scale,0,Common,1,1,Good Rod
Route 130,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Route 130,Seadra,117,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 130,Tentacool,72,1,1,1,25,35,,0,Common,1,1,Old Rod
Route 130,Tentacruel,73,1,1,1,33,36,,0,Common,1,1,Old Rod
Route 130,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,1,Super Rod
Route 130 Underwater,Chinchou,170,1,1,1,25,29,Deep Sea Scale,0,Common,1,1,Old Rod
Route 130 Underwater,Clamperl,366,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Route 130 Underwater,Krabby,98,1,1,1,30,34,,0,Uncommon,1,1,Old Rod
Route 130 Underwater,Lanturn,171,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 130 Underwater,Relicanth,369,1,1,1,30,34,,0,Rare,1,1,Old Rod
Route 130 Underwater,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 131,Finneon,456,1,1,1,31,33,,0,Uncommon,1,0,Good Rod
Route 131,Frillish,592,1,1,1,31,33,,1,Rare,1,1,Super Rod
Route 131,Horsea,116,1,1,1,34,36,Dragon Scale,0,Common,1,1,Super Rod
Route 131,Krabby,98,1,1,1,31,33,,0,Common,1,1,Old Rod
Route 131,Magikarp,129,1,1,1,31,33,,0,Common,1,1,Old Rod
Route 131,Seadra,117,1,1,1,31,33,,0,Uncommon,1,0,Super Rod
Route 131,Sharpedo,319,1,1,1,31,33,,0,Rare,1,1,Super Rod
Route 131,Staryu,120,1,1,1,31,33,,0,Uncommon,1,1,Super Rod
Route 131,Tentacool,72,1,1,1,31,33,,0,Common,1,1,Old Rod
Route 131,Wailmer,320,1,1,1,31,33,,0,Uncommon,1,1,Super Rod
Route 131 B,Finneon,456,1,1,1,32,34,,0,Uncommon,1,1,Good Rod
Route 131 B,Frillish,592,1,1,1,32,34,,1,Rare,1,1,Super Rod
Route 131 B,Horsea,116,1,1,1,32,34,Dragon Scale,0,Common,1,1,Super Rod
Route 131 B,Krabby,98,1,1,1,32,34,,0,Common,1,1,Old Rod
Route 131 B,Magikarp,129,1,1,1,32,34,,0,Common,1,1,Old Rod
Route 131 B,Seadra,117,1,1,1,32,34,,0,Uncommon,1,1,Super Rod
Route 131 B,Sharpedo,319,1,1,1,32,34,,0,Rare,1,1,Super Rod
Route 131 B,Staryu,120,1,1,1,32,34,,0,Uncommon,1,1,Super Rod
Route 131 B,Tentacool,72,1,1,1,32,34,,0,Common,1,1,Old Rod
Route 131 B,Wailmer,320,1,1,1,32,34,,0,Uncommon,1,1,Super Rod
Route 132,Carvanha,318,1,1,1,30,36,,0,Uncommon,1,1,Super Rod
Route 132,Horsea,116,1,1,1,26,36,Dragon Scale,0,Common,1,1,Super Rod
Route 132,Krabby,98,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 132,Lapras,131,1,1,1,30,35,TM13 - Ice Beam,0,Rare,1,1,Super Rod
Route 132,Magikarp,129,1,1,1,22,35,,0,Common,1,1,Old Rod
Route 132,Seadra,117,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Route 132,Sharpedo,319,1,1,1,30,35,,0,Rare,1,1,Super Rod
Route 132,Tentacool,72,1,1,1,24,38,,0,Common,1,1,Old Rod
Route 132,Wailmer,320,1,1,1,5,35,,0,Uncommon,1,1,Super Rod
Route 133,Carvanha,318,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Route 133,Finneon,456,1,1,1,30,34,,0,Uncommon,1,1,Good Rod
Route 133,Frillish,592,1,1,1,30,34,,1,Rare,1,1,Super Rod
Route 133,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,1,1,Super Rod
Route 133,Magikarp,129,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 133,Seadra,117,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Route 133,Sharpedo,319,1,1,1,30,34,,0,Rare,1,1,Super Rod
Route 133,Tentacool,72,1,1,1,30,34,,0,Common,1,1,Old Rod
Route 133,Wailmer,320,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Route 134,Alomomola,594,1,1,1,30,34,,1,Rare,0,0,
Route 134,Finneon,456,1,1,1,30,34,,0,Uncommon,0,0,
Route 134,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,0,0,
Route 134,Magikarp,129,1,1,1,30,34,,0,Common,0,0,
Route 134,Seadra,117,1,1,1,30,34,,0,Common,0,0,
Route 134,Sharpedo,319,1,1,1,30,34,,0,Uncommon,0,0,
Route 134,Tentacool,72,1,1,1,30,34,,0,Common,0,0,
Route 134,Wailmer,320,1,1,1,5,34,,0,Uncommon,0,0,
Route 135,Carvanha,318,1,1,1,42,45,,0,Uncommon,1,1,Super Rod
Route 135,Chinchou,170,1,1,1,42,45,Deep Sea Scale,0,Common,1,1,Old Rod
Route 135,Kingler,99,1,1,1,42,45,,0,Common,1,1,Good Rod
Route 135,Krabby,98,1,1,1,42,45,,0,Common,1,1,Old Rod
Route 135,Sharpedo,319,1,1,0,42,45,,0,Rare,1,1,Super Rod
Route 135,Shellder,90,1,1,0,42,45,Big Pearl,0,Uncommon,1,1,Good Rod
Route 135,Tentacool,72,1,1,1,42,45,,0,Common,1,1,Old Rod
Route 135,Tentacruel,73,1,1,1,42,45,,0,Uncommon,1,1,Old Rod
Route 14,Goldeen,118,1,1,1,34,36,,0,Common,1,0,Old Rod
Route 14,Kingler,99,1,1,1,34,36,,0,Common,1,0,Old Rod
Route 14,Krabby,98,1,1,1,34,36,,0,Common,1,0,Old Rod
Route 14,Magikarp,129,1,1,1,34,36,,0,Common,1,0,Old Rod
Route 14,Remoraid,223,1,1,1,34,36,Starf Berry,1,Uncommon,1,0,Good Rod
Route 14,Staryu,120,1,0,1,34,36,Water Stone,0,Rare,1,0,Super Rod
Route 14,Tentacool,72,1,1,1,34,36,Poison Barb,0,Common,1,0,Old Rod
Route 14,Tentacruel,73,1,1,1,34,36,Poison Barb,0,Common,1,0,Old Rod
Route 17,Corsola,222,1,1,1,38,38,Hard Stone,1,Uncommon,1,0,Good Rod
Route 17,Horsea,116,1,1,1,40,42,Dragon Scale,0,Common,1,0,Old Rod
Route 17,Krabby,98,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 17,Magikarp,129,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 17,Slowbro,80,1,1,1,40,42,King's Rock,0,Common,1,0,Old Rod
Route 17,Staryu,120,1,0,1,40,42,Water Stone,0,Rare,1,0,Super Rod
Route 17,Tentacool,72,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 19,Horsea,116,1,1,1,40,42,Dragon Scale,0,Common,1,0,Old Rod
Route 19,Kingler,99,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 19,Krabby,98,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 19,Mantine,226,1,1,1,24,26,,1,Uncommon,1,0,Good Rod
Route 19,Seadra,117,1,1,0,40,42,Dragon Scale,0,Common,1,0,Old Rod
Route 19,Shellder,90,1,1,1,40,42,,0,Uncommon,1,0,Good Rod
Route 19,Staryu,120,1,1,1,40,42,Water Stone,0,Rare,1,0,Super Rod
Route 19,Tentacool,72,1,1,1,40,42,,0,Common,1,0,Old Rod
Route 19,Tentacruel,73,0,0,1,40,42,,0,Common,1,0,Old Rod
Route 20,Chinchou,170,1,1,1,38,38,Apicot Berry,0,Common,1,0,Old Rod
Route 20,Gyarados,130,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 20,Horsea,116,1,1,1,40,44,Dragon Scale,0,Common,1,0,Old Rod
Route 20,Krabby,98,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 20,Magikarp,129,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 20,Shellos,422,1,1,1,40,44,Rowap Berry,1,Rare,1,0,Super Rod
Route 20,Staryu,120,1,1,1,40,44,Water Stone,0,Rare,1,0,Super Rod
Route 20,Tentacool,72,1,1,1,40,44,Poison Barb,0,Common,1,0,Old Rod
Route 20,Tentacruel,73,1,1,1,40,44,Poison Barb,0,Common,1,0,Old Rod
Route 20,Wailmer,320,1,1,1,40,44,,1,Uncommon,1,0,Good Rod
Route 203,Goldeen,118,1,1,1,20,35,,0,Common,1,0,Old Rod
Route 203,Golduck,55,1,1,1,20,35,,0,Common,1,0,Old Rod
Route 203,Gyarados,130,1,1,1,30,35,,0,Common,1,0,Old Rod
Route 203,Magikarp,129,1,1,1,20,35,,0,Common,1,0,Old Rod
Route 203,Psyduck,54,1,1,1,20,35,,0,Common,1,0,Old Rod
Route 203,Seaking,119,1,1,1,20,35,Passho Berry,0,Common,1,0,Old Rod
Route 204,Frillish,592,1,1,1,3,13,,1,Rare,0,0,
Route 204,Lombre,271,1,1,1,3,13,,0,Uncommon,0,0,
Route 204,Lotad,270,1,1,1,3,13,,0,Uncommon,0,0,
Route 204,Politoed,186,1,1,1,3,13,,0,Rare,1,0,Super Rod
Route 204,Tentacool,72,1,1,1,3,13,,0,Common,1,0,Old Rod
Route 204,Tentacruel,73,1,1,1,3,13,,0,Common,1,0,Good Rod
Route 205,Bidoof,399,1,1,1,11,14,,0,Common,0,0,
Route 205,Buizel,418,1,1,1,11,14,,0,Uncommon,0,0,
Route 205,Golduck,55,1,1,1,14,17,,0,Common,0,0,
Route 205,Magikarp,129,1,1,1,11,14,,0,Common,0,0,
Route 205,Psyduck,54,1,1,1,11,14,,0,Common,0,0,
Route 208,Crobat,169,0,0,1,17,22,,0,Uncommon,1,0,Old Rod
Route 208,Golbat,42,0,0,1,17,22,,0,Common,1,0,Old Rod
Route 208,Koffing,109,1,0,0,17,22,,0,Common,1,0,Old Rod
Route 208,Lombre,271,0,1,0,17,22,,0,Uncommon,1,0,Old Rod
Route 208,Ludicolo,272,0,1,0,17,22,,0,Uncommon,1,0,Old Rod
Route 208,Poliwrath,62,1,0,0,17,22,,0,Uncommon,1,0,Old Rod
Route 208,Seel,86,0,1,0,17,22,,0,Common,1,0,Old Rod
Route 208,Weezing,110,1,0,0,17,22,,0,Uncommon,1,0,Old Rod
Route 208,Zubat,41,0,0,1,17,22,,0,Common,1,0,Old Rod
Route 21,Carvanha,318,1,1,1,40,42,Deep Sea Tooth,1,Uncommon,1,0,Good Rod
Route 21,Clauncher,692,1,1,1,40,44,,1,Rare,1,0,Super Rod
Route 21,Krabby,98,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 21,Lapras,131,1,1,1,26,26,,0,Rare,1,0,Super Rod
Route 21,Remoraid,223,1,1,1,38,38,Starf Berry,0,Uncommon,1,0,Old Rod
Route 21,Shellder,90,1,1,1,40,44,,0,Uncommon,1,0,Good Rod
Route 21,Slowbro,80,1,1,1,40,44,King's Rock,0,Common,1,0,Old Rod
Route 21,Tentacool,72,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 21,Tentacruel,73,1,1,1,40,44,,0,Common,1,0,Old Rod
Route 210 North,Barboach,339,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Route 210 North,Golduck,55,1,1,1,25,29,,0,Common,0,0,
Route 210 North,Gyarados,130,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Route 210 North,Magikarp,129,1,1,1,25,29,,0,Common,1,0,Old Rod
Route 210 North,Psyduck,54,1,1,1,25,29,,0,Common,0,0,
Route 210 North,Whiscash,340,1,1,1,25,29,,0,Rare,1,0,Super Rod
Route 212 North,Goldeen,118,1,1,1,22,26,,0,Common,1,0,Old Rod
Route 212 North,Golduck,55,1,1,1,22,26,,0,Common,1,0,Old Rod
Route 212 North,Magikarp,129,1,1,1,22,26,,0,Common,1,0,Old Rod
Route 212 North,Marill,183,1,1,1,22,26,,0,Uncommon,1,0,Good Rod
Route 212 North,Psyduck,54,1,1,1,22,26,,0,Common,1,0,Old Rod
Route 212 North,Seaking,119,1,1,1,22,26,,0,Common,1,0,Old Rod
Route 212 South,Barboach,339,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Route 212 South,Marill,183,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Route 212 South,Octillery,224,1,1,1,24,28,Starf Berry,0,Uncommon,1,0,Good Rod
Route 212 South,Quagsire,195,1,1,0,24,28,,0,Common,1,0,Old Rod
Route 212 South,Remoraid,223,1,1,1,24,28,Starf Berry,0,Uncommon,1,0,Good Rod
Route 212 South,Shellos,422,1,1,1,24,28,Rowap Berry,0,Rare,1,0,Super Rod
Route 212 South,Tentacool,72,1,1,0,24,28,Poison Barb,0,Common,1,0,Old Rod
Route 212 South,Tentacruel,73,0,0,1,24,28,Poison Barb,0,Common,1,0,Old Rod
Route 212 South,Whiscash,340,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Route 212 South,Wooper,194,0,0,1,24,28,,0,Common,1,0,Old Rod
Route 213,Gyarados,130,1,1,1,24,28,,0,Common,1,0,Good Rod
Route 213,Magikarp,129,1,1,1,24,28,,0,Common,1,0,Old Rod
Route 213,Octillery,224,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Route 213,Pelipper,279,1,1,1,24,28,,0,Common,0,0,
Route 213,Remoraid,223,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Route 213,Sharpedo,319,1,1,1,24,28,,0,Rare,1,1,Super Rod
Route 213,Shellos,422,1,1,1,24,28,,0,Rare,0,0,
Route 213,Tentacool,72,1,1,1,24,28,,0,Common,1,0,Old Rod
Route 213,Tentacruel,73,1,1,1,24,28,,0,Common,1,0,Good Rod
Route 213,Wingull,278,1,1,1,24,28,,0,Common,0,0,
Route 214,Goldeen,118,1,1,1,23,27,,0,Common,1,0,Old Rod
Route 214,Golduck,55,1,1,1,23,27,,0,Common,0,0,
Route 214,Gyarados,130,1,1,1,23,27,,0,Uncommon,1,0,Good Rod
Route 214,Magikarp,129,1,1,1,23,27,,0,Common,1,0,Old Rod
Route 214,Psyduck,54,1,1,1,23,27,,0,Common,0,0,
Route 214,Seaking,119,1,1,1,23,27,,0,Uncommon,1,0,Old Rod
Route 218,Finneon,456,1,1,1,28,31,Rindo Berry,0,Uncommon,1,0,Good Rod
Route 218,Lumineon,457,1,1,1,28,31,Rindo Berry,0,Uncommon,1,0,Good Rod
Route 218,Pelipper,279,1,1,1,28,31,,0,Common,1,0,Old Rod
Route 218,Shellos,422,1,1,1,28,31,Rowap Berry,0,Rare,1,0,Super Rod
Route 218,Tentacool,72,1,1,1,28,31,Poison Barb,0,Common,1,0,Old Rod
Route 218,Tentacruel,73,1,1,1,28,31,Poison Barb,0,Common,1,0,Old Rod
Route 218,Wingull,278,1,1,1,28,31,,0,Common,1,0,Old Rod
Route 219,Clamperl,366,1,1,1,20,32,Deep Sea Tooth,0,Uncommon,1,0,Super Rod
Route 219,Finneon,456,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 219,Gyarados,130,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 219,Lumineon,457,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 219,Magikarp,129,1,1,1,20,32,,0,Common,1,0,Old Rod
Route 219,Pelipper,279,1,1,1,20,32,,0,Uncommon,0,0,
Route 219,Tentacool,72,1,1,1,20,32,,0,Common,1,0,Old Rod
Route 219,Tentacruel,73,1,1,1,22,34,,0,Common,1,0,Good Rod
Route 219,Wingull,278,1,1,1,20,32,,0,Common,0,0,
Route 22,Psyduck,54,1,1,1,3,5,,0,Common,0,0,
Route 22,Slowpoke,79,1,1,1,3,5,Lagging Tail,0,Common,0,0,
Route 220,Chinchou,170,1,1,1,20,32,Deep Sea Scale,0,Common,1,0,Super Rod
Route 220,Finneon,456,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 220,Gyarados,130,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 220,Lanturn,171,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 220,Lumineon,457,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Route 220,Magikarp,129,1,1,1,20,32,,0,Common,1,0,Old Rod
Route 220,Pelipper,279,1,1,1,20,32,,0,Uncommon,0,0,
Route 220,Qwilfish,211,1,1,1,33,38,,0,Uncommon,1,0,Old Rod
Route 220,Tentacool,72,1,1,1,20,32,,0,Common,1,0,Old Rod
Route 220,Tentacruel,73,1,1,1,20,32,,0,Common,1,0,Good Rod
Route 220,Wingull,278,1,1,1,20,32,,0,Common,0,0,
Route 221,Clamperl,366,1,1,1,28,32,Deep Sea Tooth,0,Uncommon,1,0,Super Rod
Route 221,Finneon,456,1,1,1,28,32,,0,Uncommon,1,0,Super Rod
Route 221,Gyarados,130,1,1,1,28,32,,0,Uncommon,1,0,Super Rod
Route 221,Lumineon,457,1,1,1,28,32,,0,Uncommon,1,0,Super Rod
Route 221,Magikarp,129,1,1,1,28,32,,0,Common,1,0,Old Rod
Route 221,Pelipper,279,1,1,1,28,32,,0,Uncommon,0,0,
Route 221,Tentacool,72,1,1,1,28,32,,0,Common,1,0,Old Rod
Route 221,Tentacruel,73,1,1,1,28,32,,0,Common,1,0,Old Rod
Route 221,Wingull,278,1,1,1,28,32,,0,Common,0,0,
Route 222,Gyarados,130,1,1,1,35,40,,0,Common,1,0,Old Rod
Route 222,Magikarp,129,1,1,1,35,40,,0,Common,1,0,Old Rod
Route 222,Octillery,224,1,1,1,35,40,Starf Berry,0,Uncommon,1,0,Good Rod
Route 222,Pelipper,279,1,1,1,35,40,,0,Common,1,0,Old Rod
Route 222,Remoraid,223,1,1,1,35,40,Starf Berry,0,Uncommon,1,0,Good Rod
Route 222,Sharpedo,319,1,1,1,35,40,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Route 222,Tentacool,72,1,1,1,35,40,Poison Barb,0,Common,1,0,Old Rod
Route 222,Tentacruel,73,1,1,1,35,40,,0,Common,1,0,Old Rod
Route 222,Wingull,278,1,1,1,35,40,,0,Common,1,0,Old Rod
