Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Cerulean Cave B1F,Onix,95,1,1,1,64,68,Ganlon Berry,0,Common
Cerulean Cave B1F,Rhydon,112,1,1,1,68,68,Protector,0,Uncommon
Cerulean Cave B1F,Venomoth,49,1,1,1,64,68,Silver Powder,0,Common
Cinnabar Mansion 1,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion 1,Growlithe,58,1,1,1,31,35,Rawst Berry,0,Common
Cinnabar Mansion 1,Koffing,109,1,1,1,43,43,Smoke Ball,0,Common
Cinnabar Mansion 1,Magby,240,1,1,1,34,38,Magmarizer,0,Rare
Cinnabar Mansion 1,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion 1,Ponyta,77,1,1,1,40,40,,0,Uncommon
Cinnabar Mansion 1,Raticate,20,1,1,1,38,38,Sitrus Berry,0,Common
Cinnabar Mansion 1,Vulpix,37,1,1,1,47,50,Charcoal,0,Uncommon
Cinnabar Mansion 1,Weezing,110,1,1,1,47,49,Smoke Ball,0,Common
Cinnabar Mansion 2,Darumaka,554,1,1,1,26,26,Rawst Berry,1,Rare
Cinnabar Mansion 2,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion 2,Growlithe,58,1,1,1,31,35,Rawst Berry,0,Common
Cinnabar Mansion 2,Koffing,109,1,1,1,43,43,Smoke Ball,0,Common
Cinnabar Mansion 2,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion 2,Ninetales,38,1,1,1,47,50,Rawst Berry,0,Uncommon
Cinnabar Mansion 2,Ponyta,77,1,1,1,40,40,,0,Uncommon
Cinnabar Mansion 2,Raticate,20,1,1,1,38,38,Sitrus Berry,0,Common
Cinnabar Mansion 2,Weezing,110,1,1,1,47,49,Smoke Ball,0,Common
Cinnabar Mansion 3,Arcanine,59,1,1,1,47,50,Rawst Berry,0,Common
Cinnabar Mansion 3,Charmander,4,1,1,1,35,38,,0,Rare
Cinnabar Mansion 3,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion 3,Koffing,109,1,1,1,43,43,Smoke Ball,0,Common
Cinnabar Mansion 3,Magmar,126,0,1,0,47,50,Magmarizer,0,Rare
Cinnabar Mansion 3,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion 3,Ninetales,38,1,0,1,47,50,Rawst Berry,0,Uncommon
Cinnabar Mansion 3,Ponyta,77,1,1,1,40,40,,0,Uncommon
Cinnabar Mansion 3,Rapidash,78,0,1,0,42,42,,0,Uncommon
Cinnabar Mansion 3,Raticate,20,1,1,1,38,38,Sitrus Berry,0,Common
Cinnabar Mansion 3,Weezing,110,1,1,1,47,49,Smoke Ball,0,Common
Cinnabar Mansion B1F,Arcanine,59,1,1,1,47,50,Rawst Berry,0,Common
Cinnabar Mansion B1F,Ditto,132,1,1,1,47,50,Quick Powder,0,Rare
Cinnabar Mansion B1F,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion B1F,Magby,240,1,1,1,47,50,Magmarizer,1,Rare
Cinnabar Mansion B1F,Magmar,126,1,0,1,47,50,Magmarizer,0,Rare
Cinnabar Mansion B1F,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion B1F,Vulpix,37,1,1,1,47,50,Rawst Berry,0,Uncommon
Cinnabar Mansion B1F,Weezing,110,1,1,1,47,49,Smoke Ball,0,Common
Cliff Cave 1F,Donphan,232,1,1,1,22,26,Passho Berry,0,Uncommon
Cliff Cave 1F,Golbat,42,1,1,1,22,26,,0,Common
Cliff Cave 1F,Graveler,75,1,1,1,22,23,Hard Stone,0,Common
Cliff Cave 1F,Makuhita,296,1,1,1,22,26,Black Belt,0,Common
Cliff Cave 1F,Misdreavus,200,1,1,1,22,26,Spell Tag,0,Uncommon
Cliff Cave 1F,Onix,95,1,1,1,22,26,Ganlon Berry,0,Common
Cliff Cave 2F,Bronzong,437,1,1,1,22,26,Metal Coat,0,Common
Cliff Cave 2F,Golbat,42,1,1,1,22,26,,0,Common
Cliff Cave 2F,Graveler,75,1,1,1,22,23,Hard Stone,0,Common
Cliff Cave 2F,Hariyama,297,1,1,1,22,26,King's Rock,0,Common
Cliff Cave 2F,Misdreavus,200,1,1,1,22,26,Spell Tag,0,Uncommon
Cliff Cave 2F,Onix,95,1,1,1,22,26,Ganlon Berry,0,Common
Cliff Cave B1F,Golbat,42,1,1,1,22,26,,0,Common
Cliff Cave B1F,Graveler,75,1,1,1,22,23,Hard Stone,0,Common
Cliff Cave B1F,Machoke,67,1,1,1,22,26,Payapa Berry,0,Common
Cliff Cave B1F,Misdreavus,200,1,1,1,22,26,Spell Tag,0,Uncommon
Cliff Cave B1F,Onix,95,1,1,1,22,26,Ganlon Berry,0,Common
Cliff Cave B1F,Steelix,208,1,1,1,22,26,Metal Coat,0,Uncommon
Cloud Maze of Abundance,Budew,406,1,1,1,24,28,Poison Barb,0,Uncommon
Cloud Maze of Abundance,Bulbasaur,1,1,1,1,12,14,,0,Rare
Cloud Maze of Abundance,Happiny,440,1,1,1,12,14,Oval Stone,0,Rare
Cloud Maze of Abundance,Magnemite,81,1,1,1,24,28,Metal Coat,0,Common
Cloud Maze of Abundance,Phanpy,231,1,1,1,24,27,Passho Berry,0,Uncommon
Cloud Maze of Abundance,Roselia,315,1,1,1,24,28,Poison Barb,0,Uncommon
Cloud Maze of Abundance,Tangela,114,1,1,1,24,28,,0,Common
Cloud Maze of Abundance,Teddiursa,216,1,1,1,24,28,Sitrus Berry,0,Common
Cloud Maze of Energy,Budew,406,1,1,1,24,28,Poison Barb,0,Uncommon
Cloud Maze of Energy,Drowzee,96,1,1,1,24,28,,0,Common
Cloud Maze of Energy,Gastly,92,1,1,1,19,19,,0,Common
Cloud Maze of Energy,Gulpin,316,1,1,1,24,28,Iapapa Berry,0,Uncommon
Cloud Maze of Energy,Honedge,679,1,1,1,24,28,Liechi Berry,1,Rare
Cloud Maze of Energy,Hypno,97,1,1,1,24,28,,0,Common
Cloud Maze of Energy,Slowpoke,79,1,1,1,24,28,Lagging Tail,0,Common
Cloud Maze of Energy,Solosis,577,1,1,1,24,28,Persim Berry,0,Rare
Cloud Maze of Flow,Combee,415,1,1,1,24,28,Honey,0,Uncommon
Cloud Maze of Flow,Illumise,314,1,1,1,24,28,Wiki Berry,0,Uncommon
Cloud Maze of Flow,Ledian,166,1,1,1,24,28,Aguav Berry,0,Common
Cloud Maze of Flow,Scyther,123,1,1,1,24,28,Metal Coat,0,Rare
Cloud Maze of Flow,Shuckle,213,1,1,1,24,28,Oran Berry,0,Rare
Cloud Maze of Flow,Sneasel,215,1,1,1,24,28,Razor Claw,0,Uncommon
Cloud Maze of Flow,Snubbull,209,1,1,1,24,28,,0,Common
Cloud Maze of Flow,Starly,396,1,1,1,24,28,Yache Berry,0,Common
Corsica Island,Buizel,418,1,1,1,15,19,,0,Uncommon
Corsica Island,Lotad,270,1,1,1,15,19,,0,Uncommon
Corsica Island,Pelipper,279,1,1,1,15,19,,0,Uncommon
Corsica Island,Poliwag,60,1,1,1,15,19,,0,Common
Corsica Island,Seadra,117,1,1,1,15,19,,0,Uncommon
Corsica Island,Squirtle,7,1,1,1,15,19,,0,Rare
Corsica Island,Staryu,120,1,1,1,15,19,,0,Rare
Corsica Island,Tympole,535,1,1,1,15,19,,0,Rare
Crater Town,Abra,63,1,1,1,26,30,,0,Rare
Crater Town,Farfetchd,83,1,1,1,26,30,,0,Uncommon
Crater Town,Litwick,607,1,1,1,26,30,,0,Rare
Crater Town,Magneton,82,1,1,1,26,30,,0,Uncommon
Crater Town,Rattata,19,1,1,1,26,30,,0,Common
Crater Town,Scyther,123,1,1,1,26,30,,0,Rare
Crater Town,Slugma,218,1,1,1,26,30,,0,Uncommon
Crater Town,Torkoal,324,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Ducklett,580,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Golduck,55,1,1,1,26,30,,0,Common
Crater Town Shore,Kingler,99,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Poliwhirl,61,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Sandile,551,1,1,1,26,30,,0,Rare
Crater Town Shore,Shellos,422,1,1,1,26,30,,0,Rare
Crater Town Shore,Wingull,278,1,1,1,26,30,,0,Common
Crater Town Shore,Wooper,194,1,1,1,26,30,,0,Common
Crater Town Tunnel,Bronzor,436,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Gible,443,1,1,1,10,14,,0,Rare
Crater Town Tunnel,Klink,599,1,1,1,26,30,,0,Rare
Crater Town Tunnel,Machoke,67,1,1,1,26,30,,0,Common
Crater Town Tunnel,Makuhita,296,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Torkoal,324,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Wooper,194,1,1,1,26,30,,0,Common
Crater Town Tunnel,Zubat,41,1,1,1,26,30,,0,Common
Crumpit Valley,Carnivine,455,1,1,1,25,31,,0,Uncommon
Crumpit Valley,Cubchoo,613,1,1,1,25,31,Aspear Berry,0,Rare
Crumpit Valley,Delibird,225,1,1,1,25,31,,0,Common
Crumpit Valley,Farfetchd,83,1,1,1,25,31,Stick,0,Uncommon
Crumpit Valley,Noctowl,164,1,1,1,25,26,,0,Common
Crumpit Valley,Sentret,161,1,1,1,25,31,Oran Berry,0,Common
Crumpit Valley,Seviper,336,1,1,1,25,31,,0,Uncommon
Crumpit Valley,Zangoose,335,1,1,1,25,31,Quick Claw,0,Rare
Crux of Melody Nesting Grounds,Bronzor,436,1,1,1,28,32,Metal Coat,0,Common
Crux of Melody Nesting Grounds,Budew,406,1,1,1,28,32,Poison Barb,0,Uncommon
Crux of Melody Nesting Grounds,Cacnea,331,1,1,1,28,32,,0,Common
Crux of Melody Nesting Grounds,Chimecho,358,1,1,1,14,18,Colbur Berry,0,Uncommon
Crux of Melody Nesting Grounds,Larvesta,636,1,1,1,15,19,Charti Berry,0,Rare
Crux of Melody Nesting Grounds,Murkrow,198,1,1,1,28,32,Dusk Stone,0,Rare
Crux of Melody Nesting Grounds,Swablu,333,1,1,1,18,22,,0,Rare
Crux of Melody Nesting Grounds,Taillow,276,1,1,1,28,32,Charti Berry,0,Common
Cryofrost Brink,Bronzor,436,1,1,1,25,30,Metal Coat,0,Common
Cryofrost Brink,Cottonee,546,1,1,1,25,30,,0,Rare
Cryofrost Brink,Espurr,677,1,1,1,25,30,,0,Rare
Cryofrost Brink,Mareep,179,1,1,1,15,17,Shuca Berry,0,Common
Cryofrost Brink,Marill,183,1,1,1,25,30,,0,Uncommon
Cryofrost Brink,Numel,322,1,1,1,25,30,Rawst Berry,0,Uncommon
Cryofrost Brink,Spinda,327,1,1,1,25,30,Chesto Berry,0,Uncommon
Cryofrost Brink,Xatu,178,1,1,1,25,30,,0,Common
Cryofrost Path,Chimecho,358,1,1,1,15,18,Colbur Berry,0,Uncommon
Cryofrost Path,Deerling,585,1,1,1,15,18,,0,Rare
Cryofrost Path,Dunsparce,206,1,1,1,23,25,Mago Berry,0,Common
Cryofrost Path,Marill,183,1,1,1,25,30,,0,Uncommon
Cryofrost Path,Pawniard,624,1,1,1,15,18,,1,Rare
Cryofrost Path,Teddiursa,216,1,1,1,25,30,Sitrus Berry,0,Common
Cryofrost Path,Venomoth,49,1,1,1,25,30,Silver Powder,0,Common
Cryofrost Path,Vulpix,37,1,1,1,25,30,Rawst Berry,0,Uncommon
Crystal Cavern,Carbink,703,1,1,1,19,23,,0,Rare
Crystal Cavern,Delibird,225,1,1,1,19,23,,0,Common
Crystal Cavern,Marill,183,1,1,1,19,23,,0,Uncommon
Crystal Cavern,Meditite,307,1,1,1,19,23,,0,Rare
Crystal Cavern,Piloswine,221,1,1,1,19,23,,0,Common
Crystal Cavern,Sneasel,215,1,1,1,19,23,Razor Claw,0,Uncommon
Crystal Cavern,Spheal,363,1,1,1,19,23,,0,Uncommon
Crystal Cavern,Swinub,220,1,1,1,19,23,,0,Common
Crystal Cavern,Whismur,293,1,1,1,19,23,,0,Common
Dark Cave North,Bronzor,436,1,1,1,44,47,Metal Coat,0,Common
Dark Cave North,Crobat,169,1,1,1,44,47,,0,Common
Dark Cave North,Geodude,74,1,1,1,23,23,Hard Stone,0,Common
Dark Cave North,Makuhita,296,1,1,1,44,47,Black Belt,0,Common
Dark Cave North,Misdreavus,200,1,1,1,44,45,Spell Tag,0,Uncommon
Dark Cave North,Shuckle,213,1,1,1,44,47,Oran Berry,0,Rare
Dark Cave North,Wobbuffet,202,1,1,1,44,47,,0,Rare
Dark Cave South,Chingling,433,1,1,1,5,7,Colbur Berry,0,Uncommon
Dark Cave South,Dunsparce,206,1,1,1,5,7,Mago Berry,0,Common
Dark Cave South,Geodude,74,1,1,1,5,7,Hard Stone,0,Common
Dark Cave South,Makuhita,296,1,1,1,5,7,Black Belt,0,Common
Dark Cave South,Sandile,551,1,1,1,8,11,Black Glasses,0,Rare
Dark Cave South,Zubat,41,1,1,1,5,7,,0,Common
Dark Valley,Farfetchd,83,1,1,1,24,30,Stick,0,Uncommon
Dark Valley,Gastly,92,1,1,1,15,19,,0,Common
Dark Valley,Haunter,93,1,1,1,15,19,Spell Tag,0,Common
Dark Valley,Larvesta,636,1,1,1,10,14,Charti Berry,0,Rare
Dark Valley,Pikachu,25,1,1,1,24,30,Light Ball,0,Uncommon
Dark Valley,Poochyena,261,1,1,1,24,30,Pecha Berry,0,Common
Dark Valley,Ralts,280,1,1,1,10,14,Dawn Stone,0,Rare
Dark Valley,Tauros,128,1,1,1,24,30,,0,Uncommon
Desert Cave,Crobat,169,1,1,1,35,40,,0,Common
Desert Cave,Dunsparce,206,1,1,1,31,35,Mago Berry,0,Common
Desert Cave,Marowak,105,1,1,1,35,40,Thick Club,0,Uncommon
Desert Cave,Misdreavus,200,1,1,1,35,40,Spell Tag,0,Uncommon
Desert Cave,Sandshrew,27,1,1,1,35,40,Quick Claw,0,Common
Desert Cave,Scraggy,559,1,1,1,35,40,,0,Rare
Desert Cave,Steelix,208,1,1,1,35,40,Metal Coat,0,Uncommon
Desert Cave,Zubat,41,1,1,1,35,40,,0,Common
Desert Lagoon,Cubone,104,1,1,1,35,40,Thick Club,1,Uncommon
Desert Lagoon,Donphan,232,1,1,1,35,40,Passho Berry,1,Uncommon
Desert Lagoon,Hippopotas,449,1,1,1,24,27,,1,Rare
Desert Lagoon,Lillipup,506,1,1,1,24,27,,1,Uncommon
Desert Lagoon,Natu,177,1,1,1,35,40,,1,Common
Desert Lagoon,Sandslash,28,1,1,1,35,40,Soft Sand,1,Common
Desert Lagoon,Vullaby,629,1,1,1,35,40,,1,Rare
Desert Lagoon,Xatu,178,1,1,1,35,40,,1,Common
Diamond Domain 1F,Clefairy,35,1,1,1,15,19,Moon Stone,0,Common
Diamond Domain 1F,Cubone,104,1,1,1,21,25,Thick Club,0,Uncommon
Diamond Domain 1F,Geodude,74,1,1,1,21,23,Hard Stone,0,Common
Diamond Domain 1F,Golbat,42,1,1,1,21,25,Black Belt,0,Common
Diamond Domain 1F,Mawile,303,1,1,1,21,25,,1,Rare
Diamond Domain 1F,Misdreavus,200,1,1,1,21,25,Spell Tag,0,Uncommon
Diamond Domain 1F,Woobat,527,1,1,1,21,25,,0,Rare
Diamond Domain 1F,Zubat,41,1,1,1,21,25,Hard Stone,0,Common
Diamond Domain B1F,Geodude,74,1,1,1,21,23,Hard Stone,0,Common
Diamond Domain B1F,Golbat,42,1,1,1,21,25,,0,Common
Diamond Domain B1F,Sableye,302,1,1,1,26,32,,0,Rare
Diamond Domain B1F,Snorunt,361,1,1,1,21,25,Babiri Berry,0,Uncommon
Diamond Domain B1F,Swinub,220,1,1,1,21,25,Aspear Berry,0,Common
Diamond Domain B1F,Whismur,293,1,1,1,21,25,Chesto Berry,0,Common
Diamond Domain B1F,Woobat,527,1,1,1,21,25,,0,Rare
Diamond Domain B1F,Zubat,41,1,1,1,21,25,,0,Common
Diamond Domain Main Cave,Carbink,703,1,1,1,21,25,,1,Rare
Diamond Domain Main Cave,Delibird,225,1,1,1,21,25,,0,Common
Diamond Domain Main Cave,Geodude,74,1,1,1,21,23,Hard Stone,0,Common
Diamond Domain Main Cave,Golbat,42,1,1,1,21,25,,0,Common
Diamond Domain Main Cave,Sneasel,215,1,1,1,21,25,Razor Claw,0,Uncommon
Diamond Domain Main Cave,Snorunt,361,1,1,1,21,25,Babiri Berry,0,Uncommon
Diamond Domain Main Cave,Spheal,363,1,1,1,21,25,,0,Uncommon
Diamond Domain Main Cave,Swinub,220,1,1,1,21,25,Aspear Berry,0,Common
Diamond Domain Main Cave,Vanillite,582,1,1,1,27,31,,0,Rare
Diamond Empire Ballroom,Azurill,298,1,1,1,22,31,,0,Rare
Diamond Empire Ballroom,Carbink,703,1,1,1,22,31,,0,Rare
Diamond Empire Ballroom,Clefairy,35,1,1,1,15,19,Moon Stone,0,Common
Diamond Empire Ballroom,Graveler,75,1,1,1,20,23,,0,Common
Diamond Empire Ballroom,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire Ballroom,Mime Jr.,439,1,1,1,22,31,Leppa Berry,0,Rare
Diamond Empire Ballroom,Quagsire,195,1,1,1,22,31,,0,Common
Diamond Empire Ballroom,Zubat,41,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Diglett,50,1,1,1,22,30,,0,Common
Diamond Empire East Wing,Golbat,42,1,1,1,22,30,,0,Common
Diamond Empire East Wing,Machoke,67,1,1,1,22,30,Payapa Berry,0,Common
Diamond Empire East Wing,Nosepass,299,1,1,1,22,30,,0,Uncommon
Diamond Empire East Wing,Paras,46,1,1,1,22,23,,0,Common
Diamond Empire East Wing,Rhyhorn,111,1,1,1,22,30,,0,Uncommon
Diamond Empire East Wing,Scraggy,559,1,1,1,22,30,,1,Rare
Diamond Empire East Wing,Timburr,532,1,1,1,22,30,,0,Rare
Diamond Empire Entry,Drilbur,529,1,1,1,22,31,,0,Rare
Diamond Empire Entry,Geodude,74,1,1,1,22,23,Hard Stone,0,Common
Diamond Empire Entry,Golbat,42,1,1,1,22,31,,0,Common
Diamond Empire Entry,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire Entry,Misdreavus,200,1,1,1,22,31,Spell Tag,0,Uncommon
Diamond Empire Entry,Rhyhorn,111,1,1,1,22,31,,0,Uncommon
Diamond Empire Entry,Roggenrola,524,1,1,1,22,31,,1,Rare
Diamond Empire Entry,Whismur,293,1,1,1,22,31,Chesto Berry,0,Common
Diamond Empire Foyer,Cubone,104,1,1,1,22,30,Thick Club,0,Uncommon
Diamond Empire Foyer,Donphan,232,1,1,1,22,31,Passho Berry,0,Uncommon
Diamond Empire Foyer,Dugtrio,51,1,1,1,22,31,Soft Sand,0,Common
Diamond Empire Foyer,Dwebble,557,1,1,1,22,31,Hard Stone,0,Rare
Diamond Empire Foyer,Golbat,42,1,1,1,22,31,,0,Common
Diamond Empire Foyer,Loudred,294,1,1,1,22,31,Chesto Berry,0,Common
Diamond Empire Foyer,Steelix,208,1,1,1,22,31,Metal Coat,0,Uncommon
Diamond Empire Foyer,Stunfisk,618,1,1,1,22,31,Soft Sand,0,Rare
Diamond Empire West Wing,Chimecho,358,1,1,1,16,18,Colbur Berry,0,Uncommon
Diamond Empire West Wing,Clefairy,35,1,1,1,15,19,,0,Common
Diamond Empire West Wing,Klefki,707,1,1,1,22,31,,0,Rare
Diamond Empire West Wing,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire West Wing,Mr. Mime,122,1,1,1,22,31,Leppa Berry,0,Rare
Diamond Empire West Wing,Quagsire,195,1,1,1,22,31,,0,Common
Diamond Empire West Wing,Wooper,194,1,1,1,22,31,,0,Common
Diamond Empire West Wing,Zubat,41,1,1,1,22,31,,0,Common
Digletts Cave,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave,Sandshrew,27,1,1,1,22,25,Quick Claw,0,Common
Digletts Cave Entrance 1,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 1,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Zubat,41,1,1,1,22,25,,0,Common
Dragon Neck,Abra,63,1,1,1,24,28,Twisted Spoon,0,Uncommon
Dragon Neck,Bagon,371,1,1,1,24,28,Dragon Fang,0,Rare
Dragon Neck,Gastly,92,1,1,1,19,19,Spell Tag,0,Common
Dragon Neck,Gible,443,1,1,1,10,14,Haban Berry,0,Rare
Dragon Neck,Miltank,241,1,1,1,24,28,Moomoo Milk,0,Uncommon
Dragon Neck,Shuppet,353,1,1,1,24,25,Spell Tag,0,Uncommon
Dragon Neck,Starly,396,1,1,1,24,28,Yache Berry,0,Common
Dragon Neck,Teddiursa,216,1,1,1,24,28,Sitrus Berry,0,Common
Dragon Neck,Vulpix,37,1,1,1,24,28,Rawst Berry,0,Uncommon
Dragons Den,Bagon,371,1,1,1,44,48,Dragon Fang,1,Rare
Dragons Den,Crobat,169,1,1,1,50,54,,0,Common
Dragons Den,Quagsire,195,1,1,1,50,54,Hard Stone,0,Common
Dragons Den,Slowking,199,1,1,1,50,54,King's Rock,0,Uncommon
Dragons Den,Ursaring,217,1,1,1,50,54,Sitrus Berry,0,Common
Dragons Den,Zubat,41,1,1,1,50,54,,0,Common
Dragons Den B1F,Druddigon,621,1,1,1,45,49,,1,Rare
Dragons Den B1F,Flaaffy,180,1,1,1,50,54,Shuca Berry,0,Common
Dragons Den B1F,Goomy,704,1,1,1,55,60,,0,Rare
Dragons Den B1F,Loudred,294,1,1,1,50,54,Chesto Berry,0,Common
Dragons Den B1F,Marill,183,1,1,1,30,32,,0,Uncommon
Dragons Den B1F,Ursaring,217,1,1,1,50,54,Sitrus Berry,0,Common
Dragons Den B1F,Zubat,41,1,1,1,50,54,,0,Common
Dragons Den Entrance,Gligar,207,1,1,1,46,50,Razor Fang,0,Rare
Dragons Den Entrance,Golbat,42,1,1,1,46,50,,0,Common
Dragons Den Entrance,Misdreavus,200,1,1,1,42,45,Spell Tag,0,Uncommon
Dragons Den Entrance,Noibat,714,1,1,1,46,50,,1,Rare
Dragons Den Entrance,Raticate,20,1,1,1,35,38,,0,Common
Dragons Den Entrance,Whismur,293,1,1,1,46,50,Chesto Berry,0,Common
Dragons Den Entrance,Zubat,41,1,1,1,46,50,,0,Common
Dragons Neck,Abra,63,1,1,1,24,28,Twisted Spoon,0,Uncommon
Dragons Neck,Bagon,371,1,1,1,24,28,Dragon Fang,0,Rare
Dragons Neck,Gastly,92,1,1,1,19,19,Spell Tag,0,Common
Dragons Neck,Gible,443,1,1,1,10,14,Haban Berry,0,Rare
Dragons Neck,Miltank,241,1,1,1,24,28,Moomoo Milk,0,Uncommon
Dragons Neck,Shuppet,353,1,1,1,24,25,Spell Tag,0,Uncommon
Dragons Neck,Starly,396,1,1,1,24,28,Yache Berry,0,Common
Dragons Neck,Teddiursa,216,1,1,1,24,28,Sitrus Berry,0,Common
Dragons Neck,Vulpix,37,1,1,1,24,28,Rawst Berry,0,Uncommon
Dragons Shrine,Axew,610,1,1,1,37,41,,0,Rare
Dragons Shrine,Deino,633,1,1,1,57,59,,1,Rare
Dragons Shrine,Golbat,42,1,1,1,60,64,,0,Common
Dragons Shrine,Kingler,99,1,1,1,60,64,,0,Common
Dragons Shrine,Loudred,294,1,1,1,60,64,Chesto Berry,0,Common
Dragons Shrine,Onix,95,1,1,1,51,55,,0,Common
Dragons Shrine,Zubat,41,1,1,1,60,64,,0,Common
Dragonspiral Tower 1F,Druddigon,621,1,1,1,25,31,,0,Rare
Dragonspiral Tower 1F,Golett,622,1,1,1,25,31,,0,Rare
Dragonspiral Tower 1F,Graveler,75,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Machop,66,1,1,1,25,31,,0,Common
Dragonspiral Tower 1F,Rhyhorn,111,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Tauros,128,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Teddiursa,216,1,1,1,25,31,,0,Common
Dragonspiral Tower 1F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Lillipup,506,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Marill,183,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Meditite,307,1,1,1,25,31,,0,Rare
Dragonspiral Tower 2F,Mienfoo,619,1,1,1,25,31,,0,Rare
Dragonspiral Tower 2F,Mightyena,262,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Solrock,338,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Swinub,220,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Teddiursa,216,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Cubchoo,613,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Drilbur,529,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Linoone,264,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Pansear,513,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Sandslash,28,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Trapinch,328,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Ursaring,217,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Bronzor,436,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Clefairy,35,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Duskull,355,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 4F,Goomy,704,1,1,1,25,31,,0,Rare
Dragonspiral Tower 4F,Lunatone,337,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 4F,Mareep,179,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Psyduck,54,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Slowpoke,79,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Axew,610,1,1,1,25,31,,0,Rare
Dragonspiral Tower 5F,Deerling,585,1,1,1,25,31,,0,Rare
Dragonspiral Tower 5F,Geodude,74,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Pansage,511,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 5F,Rhyhorn,111,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 5F,Sandshrew,27,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Teddiursa,216,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Bagon,371,1,1,1,25,31,,0,Rare
Dragonspiral Tower 6F,Dratini,147,1,1,1,25,31,,0,Rare
Dragonspiral Tower 6F,Farfetchd,83,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Mankey,56,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Panpour,515,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 6F,Piloswine,221,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 6F,Sandshrew,27,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Sentret,161,1,1,1,25,31,,0,Common
Dragonspiral Tower Exterior,Haunter,93,1,1,1,9,11,Spell Tag,0,Common
Dragonspiral Tower Exterior,Karrablast,588,1,1,1,21,25,,0,Rare
